school_value_all,medical_value_all,shopping_value_all,social_value_all,meals_value_all,school_value_dc,medical_value_dc,shopping_value_dc,social_value_dc,meals_value_dc,school_value_ac,medical_value_ac,shopping_value_ac,social_value_ac,meals_value_ac
6284.68441340756,8965.50759893483,1895.525031637869,2202.4417892515776,5803.614249861253,2271.1619567919083,3297.1528386822065,813.1978586919905,938.5766095620344,2554.6642760216923,3989.936978532522,5638.368731906629,1075.9163376004972,1256.2075894001468,3229.4568246715653
