EVSE_Type,Year,Accessibility
All EVSE,Year2016,10.90336271
All EVSE,Year2016,51.42686552
All EVSE,Year2016,111.6784522
All EVSE,Year2016,131.157678
All EVSE,Year2016,63.84849537
All EVSE,Year2016,37.18422284
All EVSE,Year2016,65.53310922
All EVSE,Year2016,12.29534537
All EVSE,Year2016,43.49756747
All EVSE,Year2016,29.46203962
All EVSE,Year2016,54.82195311
All EVSE,Year2016,162.9458374
All EVSE,Year2016,211.0570654
All EVSE,Year2016,70.24155548
All EVSE,Year2016,115.5351808
All EVSE,Year2016,132.8545672
All EVSE,Year2016,60.62783709
All EVSE,Year2016,175.0928921
All EVSE,Year2016,50.5538686
All EVSE,Year2016,196.3252295
All EVSE,Year2016,39.26798341
All EVSE,Year2016,103.2803996
All EVSE,Year2016,137.8902643
All EVSE,Year2016,14.77392583
All EVSE,Year2016,167.8092884
All EVSE,Year2016,363.4240468
All EVSE,Year2016,56.44241762
All EVSE,Year2016,24.81902916
All EVSE,Year2016,122.5121373
All EVSE,Year2016,153.6141029
All EVSE,Year2016,194.5720221
All EVSE,Year2016,101.3634761
All EVSE,Year2016,109.8944894
All EVSE,Year2016,309.9112755
All EVSE,Year2016,155.1416872
All EVSE,Year2016,231.1590671
All EVSE,Year2016,148.4354823
All EVSE,Year2016,228.9636997
All EVSE,Year2016,188.7896367
All EVSE,Year2016,80.92659802
All EVSE,Year2016,22.49162836
All EVSE,Year2016,61.31233703
All EVSE,Year2016,153.2091063
All EVSE,Year2016,159.4927275
All EVSE,Year2016,194.7513166
All EVSE,Year2016,161.7640576
All EVSE,Year2016,218.1038564
All EVSE,Year2016,73.5995909
All EVSE,Year2016,100.7326057
All EVSE,Year2016,98.99352128
All EVSE,Year2016,101.6988081
All EVSE,Year2016,92.50042453
All EVSE,Year2016,197.0887804
All EVSE,Year2016,195.3609663
All EVSE,Year2016,337.473087
All EVSE,Year2016,161.075778
All EVSE,Year2016,121.4045899
All EVSE,Year2016,224.565411
All EVSE,Year2016,130.1307249
All EVSE,Year2016,146.815777
All EVSE,Year2016,147.0587447
All EVSE,Year2016,461.0637218
All EVSE,Year2016,221.1059914
All EVSE,Year2016,71.1677835
All EVSE,Year2016,52.94843556
All EVSE,Year2016,49.48265117
All EVSE,Year2016,68.09752934
All EVSE,Year2016,64.22098791
All EVSE,Year2016,82.75324138
All EVSE,Year2016,13.26886477
All EVSE,Year2016,413.4157716
All EVSE,Year2016,21.27524525
All EVSE,Year2016,26.39197335
All EVSE,Year2016,169.1653654
All EVSE,Year2016,40.99062806
All EVSE,Year2016,75.7980309
All EVSE,Year2016,276.2255096
All EVSE,Year2016,95.11168492
All EVSE,Year2016,62.87055659
All EVSE,Year2016,90.27494852
All EVSE,Year2016,112.2929867
All EVSE,Year2016,18.52491428
All EVSE,Year2016,60.9833279
All EVSE,Year2016,49.16232443
All EVSE,Year2016,29.80600852
All EVSE,Year2016,86.32763167
All EVSE,Year2016,59.22143751
All EVSE,Year2016,46.3363884
All EVSE,Year2016,25.52350671
All EVSE,Year2016,158.2284935
All EVSE,Year2016,66.45887799
All EVSE,Year2016,102.4835045
All EVSE,Year2016,153.1625371
All EVSE,Year2016,74.83258433
All EVSE,Year2016,265.4790049
All EVSE,Year2016,19.45690399
All EVSE,Year2016,83.41170916
All EVSE,Year2016,34.28186427
All EVSE,Year2016,279.1496369
All EVSE,Year2016,119.9671553
All EVSE,Year2016,264.1690929
All EVSE,Year2016,77.46169435
All EVSE,Year2016,18.54186511
All EVSE,Year2016,54.99413369
All EVSE,Year2016,78.33402273
All EVSE,Year2016,10.80345133
All EVSE,Year2016,24.90871192
All EVSE,Year2016,209.0990021
All EVSE,Year2016,102.9253679
All EVSE,Year2016,76.22688769
All EVSE,Year2016,46.96137981
All EVSE,Year2016,252.72981
All EVSE,Year2016,29.32881973
All EVSE,Year2016,136.9300537
All EVSE,Year2016,51.88056921
All EVSE,Year2016,135.989865
All EVSE,Year2016,27.8899963
All EVSE,Year2016,233.5613479
All EVSE,Year2016,82.84825936
All EVSE,Year2016,61.84446772
All EVSE,Year2016,34.16004124
All EVSE,Year2016,58.9425339
All EVSE,Year2016,101.0809267
All EVSE,Year2016,25.53543329
All EVSE,Year2016,242.9017064
All EVSE,Year2016,117.7144515
All EVSE,Year2016,624.6846897
All EVSE,Year2016,325.11106
All EVSE,Year2016,32.97588345
All EVSE,Year2016,288.4379308
All EVSE,Year2016,100.8117806
All EVSE,Year2016,82.02347485
All EVSE,Year2016,23.7737099
All EVSE,Year2016,14.14043425
All EVSE,Year2016,195.8391154
All EVSE,Year2016,110.2177407
All EVSE,Year2016,85.6083448
All EVSE,Year2016,20.76626531
All EVSE,Year2016,72.60814992
All EVSE,Year2016,34.65458203
All EVSE,Year2016,35.30371066
All EVSE,Year2016,57.9183169
All EVSE,Year2016,81.28034722
All EVSE,Year2016,2.569126027
All EVSE,Year2016,46.06732043
All EVSE,Year2016,8.885201527
All EVSE,Year2016,130.5978358
All EVSE,Year2016,121.8742275
All EVSE,Year2016,66.25737913
All EVSE,Year2016,40.40726893
All EVSE,Year2016,19.79539853
All EVSE,Year2016,29.77617754
All EVSE,Year2016,72.24938518
All EVSE,Year2016,26.51831019
All EVSE,Year2016,34.83356058
All EVSE,Year2016,85.99819845
All EVSE,Year2016,677.3622875
All EVSE,Year2016,9.463169217
All EVSE,Year2016,0.000365605
All EVSE,Year2016,527.5572451
All EVSE,Year2016,37.26627999
All EVSE,Year2016,429.9744462
All EVSE,Year2016,16.50982351
All EVSE,Year2016,52.30522316
All EVSE,Year2016,87.15215334
All EVSE,Year2016,557.6506432
All EVSE,Year2016,104.3341661
All EVSE,Year2016,882.899284
All EVSE,Year2016,46.88720867
All EVSE,Year2016,28.48410473
All EVSE,Year2016,475.8820703
All EVSE,Year2016,351.8358483
All EVSE,Year2016,42.6118181
All EVSE,Year2016,248.3392267
All EVSE,Year2016,712.1810971
All EVSE,Year2016,802.0192967
All EVSE,Year2016,198.3768384
All EVSE,Year2016,887.0694193
All EVSE,Year2016,67.45759007
All EVSE,Year2016,503.0625052
All EVSE,Year2016,56.11101449
All EVSE,Year2016,45.59910232
All EVSE,Year2016,153.4450686
All EVSE,Year2016,82.22985999
All EVSE,Year2016,373.3786885
All EVSE,Year2016,520.8816171
All EVSE,Year2016,27.11135158
All EVSE,Year2016,71.84445826
All EVSE,Year2016,212.5184274
All EVSE,Year2016,319.3819447
All EVSE,Year2016,97.49534721
All EVSE,Year2016,178.2015414
All EVSE,Year2016,1130.824874
All EVSE,Year2016,98.25605652
All EVSE,Year2016,30.93543334
All EVSE,Year2016,532.6623295
All EVSE,Year2016,23.28383242
All EVSE,Year2016,150.2754526
All EVSE,Year2016,235.5601868
All EVSE,Year2016,240.5503503
All EVSE,Year2016,107.4909446
All EVSE,Year2016,163.5840497
All EVSE,Year2016,1037.132581
All EVSE,Year2016,203.7519461
All EVSE,Year2016,53.74479048
All EVSE,Year2016,118.4997002
All EVSE,Year2016,114.9722352
All EVSE,Year2016,53.50425351
All EVSE,Year2016,416.1816323
All EVSE,Year2016,424.3756429
All EVSE,Year2016,416.9463372
All EVSE,Year2016,112.3462422
All EVSE,Year2016,1052.65273
All EVSE,Year2016,157.548485
All EVSE,Year2016,309.137276
All EVSE,Year2016,327.4076907
All EVSE,Year2016,185.8144731
All EVSE,Year2016,568.2412585
All EVSE,Year2016,595.9576584
All EVSE,Year2016,380.0010531
All EVSE,Year2016,4739.986084
All EVSE,Year2016,1026.897483
All EVSE,Year2016,1193.463296
All EVSE,Year2016,153.030786
All EVSE,Year2016,328.0523436
All EVSE,Year2016,46.74572921
All EVSE,Year2016,227.9808141
All EVSE,Year2016,296.0461812
All EVSE,Year2016,381.4896332
All EVSE,Year2016,211.4092319
All EVSE,Year2016,51.3422487
All EVSE,Year2016,155.0095409
All EVSE,Year2016,82.96757972
All EVSE,Year2016,53.35714627
All EVSE,Year2016,18.2330269
All EVSE,Year2016,104.6725756
All EVSE,Year2016,73.05757323
All EVSE,Year2016,33.41287848
All EVSE,Year2016,53.05754455
All EVSE,Year2016,100.304404
All EVSE,Year2016,9.009162396
All EVSE,Year2016,47.26468659
All EVSE,Year2016,24.93685573
All EVSE,Year2016,47.57775809
All EVSE,Year2016,31.11879044
All EVSE,Year2016,71.71130562
All EVSE,Year2016,67.69984892
All EVSE,Year2016,54.48494632
All EVSE,Year2016,31.60869959
All EVSE,Year2016,12.22375627
All EVSE,Year2016,26.78538929
All EVSE,Year2016,24.10593345
All EVSE,Year2016,33.09047633
All EVSE,Year2016,35.35301842
All EVSE,Year2016,33.21035468
All EVSE,Year2016,3.059864923
All EVSE,Year2016,71.57506895
All EVSE,Year2016,19.00946402
All EVSE,Year2016,2323.420926
All EVSE,Year2016,54.06978683
All EVSE,Year2016,1388.631738
All EVSE,Year2016,21.53375322
All EVSE,Year2016,97.26594136
All EVSE,Year2016,1643.224942
All EVSE,Year2016,112.71737
All EVSE,Year2016,250.4853257
All EVSE,Year2016,48.44859751
All EVSE,Year2016,209.7004006
All EVSE,Year2016,81.0679752
All EVSE,Year2016,218.6011172
All EVSE,Year2016,31.21270001
All EVSE,Year2016,44.39147196
All EVSE,Year2016,33.37757086
All EVSE,Year2016,13.55303213
All EVSE,Year2016,77.45466164
All EVSE,Year2016,22.48292229
All EVSE,Year2016,242.768475
All EVSE,Year2016,40.9375912
All EVSE,Year2016,35.51063369
All EVSE,Year2016,86.85144049
All EVSE,Year2016,61.32001441
All EVSE,Year2016,70.72312196
All EVSE,Year2016,94.69583589
All EVSE,Year2016,59.52625121
All EVSE,Year2016,114.1404533
All EVSE,Year2016,33.9732911
All EVSE,Year2016,293.9918721
All EVSE,Year2016,177.8593696
All EVSE,Year2016,21.75512163
All EVSE,Year2016,119.6150983
All EVSE,Year2016,101.4038839
All EVSE,Year2016,90.82778547
All EVSE,Year2016,24.81527937
All EVSE,Year2016,35.07278354
All EVSE,Year2016,113.7240699
All EVSE,Year2016,84.77367756
All EVSE,Year2016,130.5766018
All EVSE,Year2016,155.6689581
All EVSE,Year2016,51.23332244
All EVSE,Year2016,62.72708502
All EVSE,Year2016,52.2432064
All EVSE,Year2016,123.4553962
All EVSE,Year2016,33.27017927
All EVSE,Year2016,45.78293047
All EVSE,Year2016,110.9928602
All EVSE,Year2016,14.80671527
All EVSE,Year2016,26.65850245
All EVSE,Year2016,150.0709978
All EVSE,Year2016,142.4937245
All EVSE,Year2016,170.7749914
All EVSE,Year2016,118.1283452
All EVSE,Year2016,71.77952523
All EVSE,Year2016,127.4587113
All EVSE,Year2016,41.54571512
All EVSE,Year2016,117.3889263
All EVSE,Year2016,317.141501
All EVSE,Year2016,199.9701122
All EVSE,Year2016,59.48014002
All EVSE,Year2016,79.34532643
All EVSE,Year2016,91.63848464
All EVSE,Year2016,149.8555993
All EVSE,Year2016,91.76013292
All EVSE,Year2016,50.38097444
All EVSE,Year2016,296.6851636
All EVSE,Year2016,106.7015071
All EVSE,Year2016,84.1473163
All EVSE,Year2016,118.1917683
All EVSE,Year2016,20.95657864
All EVSE,Year2016,107.8650683
All EVSE,Year2016,13.44613167
All EVSE,Year2016,56.922583
All EVSE,Year2016,136.6999764
All EVSE,Year2016,19.20536393
All EVSE,Year2016,52.56165676
All EVSE,Year2016,61.77279553
All EVSE,Year2016,235.782779
All EVSE,Year2016,41.80700562
All EVSE,Year2016,135.6801388
All EVSE,Year2016,906.0209931
All EVSE,Year2016,35.78079809
All EVSE,Year2016,254.3236917
All EVSE,Year2016,103.5965539
All EVSE,Year2016,111.3651983
All EVSE,Year2016,89.87272708
All EVSE,Year2016,39.05258952
All EVSE,Year2016,29.28373965
All EVSE,Year2016,9.333187159
All EVSE,Year2016,14.4039576
All EVSE,Year2016,99.94259004
All EVSE,Year2016,150.2462229
All EVSE,Year2016,96.88960594
All EVSE,Year2016,92.3719288
All EVSE,Year2016,55.26588002
All EVSE,Year2016,5.59484469
All EVSE,Year2016,300.75337
All EVSE,Year2016,46.04182697
All EVSE,Year2016,12.78009012
All EVSE,Year2016,59.84423111
All EVSE,Year2016,14.99535207
All EVSE,Year2016,49.21669085
All EVSE,Year2016,63.51080802
All EVSE,Year2016,23.00841543
All EVSE,Year2016,71.30030561
All EVSE,Year2016,40.87077172
All EVSE,Year2016,30.44355565
All EVSE,Year2016,11.01558729
All EVSE,Year2016,440.6102936
All EVSE,Year2016,113.8652225
All EVSE,Year2016,9.966908768
All EVSE,Year2016,184.7449987
All EVSE,Year2016,946.0298284
All EVSE,Year2016,207.5735612
All EVSE,Year2016,32.06682111
All EVSE,Year2016,35.20066516
All EVSE,Year2016,22.88185392
All EVSE,Year2016,16.56326749
All EVSE,Year2016,17.06420332
All EVSE,Year2016,14.37203539
All EVSE,Year2016,42.88664419
All EVSE,Year2016,78.67525234
All EVSE,Year2016,56.56699624
All EVSE,Year2016,217.6609816
All EVSE,Year2016,26.95419399
All EVSE,Year2016,60.37156034
All EVSE,Year2016,23.81651288
All EVSE,Year2016,19.13889416
All EVSE,Year2016,39.67064174
All EVSE,Year2016,26.22385463
All EVSE,Year2016,30.9317268
All EVSE,Year2016,184.9376272
All EVSE,Year2016,77.08997478
All EVSE,Year2016,11.98438908
All EVSE,Year2016,19.10277476
All EVSE,Year2016,72.25984709
All EVSE,Year2016,15.98880662
All EVSE,Year2016,290.9046979
All EVSE,Year2016,17.1391621
All EVSE,Year2016,27.16178754
All EVSE,Year2016,7.351031276
All EVSE,Year2016,43.08191687
All EVSE,Year2016,0.03215603
All EVSE,Year2016,3.215757744
All EVSE,Year2016,147.833126
All EVSE,Year2016,37.58975193
All EVSE,Year2016,29.07534921
All EVSE,Year2016,5.190589715
All EVSE,Year2016,20.76238428
All EVSE,Year2016,31.35701368
All EVSE,Year2016,71.488244
All EVSE,Year2016,66.39591628
All EVSE,Year2016,26.34161514
All EVSE,Year2016,58.49186362
All EVSE,Year2016,8.614382991
All EVSE,Year2016,28.33896003
All EVSE,Year2016,29.81629557
All EVSE,Year2016,16.92256943
All EVSE,Year2016,54.05231052
All EVSE,Year2016,3.838202038
All EVSE,Year2016,14.04418534
All EVSE,Year2016,48.0682627
All EVSE,Year2016,34.89985058
All EVSE,Year2016,45.1467777
All EVSE,Year2016,59.98752366
All EVSE,Year2016,51.02299777
All EVSE,Year2016,279.9112259
All EVSE,Year2016,40.87038092
All EVSE,Year2016,17.96484073
All EVSE,Year2016,277.7922925
All EVSE,Year2016,35.2206045
All EVSE,Year2016,31.47322182
All EVSE,Year2016,0.167287225
All EVSE,Year2016,14.98108718
All EVSE,Year2016,765.4772336
All EVSE,Year2016,30.48925391
All EVSE,Year2016,27.81803677
All EVSE,Year2016,34.91758017
All EVSE,Year2016,156.3613071
All EVSE,Year2016,45.32972498
All EVSE,Year2016,34.60359982
All EVSE,Year2016,93.38399977
All EVSE,Year2016,561.7951667
All EVSE,Year2016,467.415039
All EVSE,Year2016,319.3325635
All EVSE,Year2016,675.1343404
All EVSE,Year2016,68.46619486
All EVSE,Year2016,288.3417366
All EVSE,Year2016,85.30958033
All EVSE,Year2016,618.4135842
All EVSE,Year2016,177.4353382
All EVSE,Year2016,186.6223955
All EVSE,Year2016,2091.604212
All EVSE,Year2016,710.8405188
All EVSE,Year2016,305.2100985
All EVSE,Year2016,208.0219209
All EVSE,Year2016,202.9577483
All EVSE,Year2016,205.297316
All EVSE,Year2016,91.42012682
All EVSE,Year2016,282.6162907
All EVSE,Year2016,485.6225447
All EVSE,Year2016,257.7847561
All EVSE,Year2016,393.2094218
All EVSE,Year2016,519.8863599
All EVSE,Year2016,269.6025836
All EVSE,Year2016,472.5521472
All EVSE,Year2016,293.3682173
All EVSE,Year2016,84.8096218
All EVSE,Year2016,156.1390269
All EVSE,Year2016,258.4895387
All EVSE,Year2016,378.4459993
All EVSE,Year2016,686.6988816
All EVSE,Year2016,370.6857331
All EVSE,Year2016,26.59241415
All EVSE,Year2016,106.9745536
All EVSE,Year2016,4.818351501
All EVSE,Year2016,19.55001811
All EVSE,Year2016,22.29692731
All EVSE,Year2016,108.7893092
All EVSE,Year2016,31.0614157
All EVSE,Year2016,54.00038614
All EVSE,Year2016,2.09589411
All EVSE,Year2016,7.53496341
All EVSE,Year2016,27.09041698
All EVSE,Year2016,78.19523913
All EVSE,Year2016,99.60613688
All EVSE,Year2016,29.16144658
All EVSE,Year2016,70.7557772
All EVSE,Year2016,44.98130476
All EVSE,Year2016,52.7650783
All EVSE,Year2016,34.45380265
All EVSE,Year2016,35.9528221
All EVSE,Year2016,22.06838784
All EVSE,Year2016,28.93306868
All EVSE,Year2016,3.606163936
All EVSE,Year2016,52.12205092
All EVSE,Year2016,18.60208173
All EVSE,Year2016,17.46110274
All EVSE,Year2016,59.54573095
All EVSE,Year2016,18.01227313
All EVSE,Year2016,13.76421025
All EVSE,Year2016,17.4734932
All EVSE,Year2016,112.6814274
All EVSE,Year2016,56.77752451
All EVSE,Year2016,30.45225396
All EVSE,Year2016,15.47249791
All EVSE,Year2016,59.75917254
All EVSE,Year2016,19.89857023
All EVSE,Year2016,34.13102039
All EVSE,Year2016,95.28703476
All EVSE,Year2016,20.19843727
All EVSE,Year2016,48.87962982
All EVSE,Year2016,35.28053756
All EVSE,Year2016,8.73804555
All EVSE,Year2016,12.01358042
All EVSE,Year2016,185.4751173
All EVSE,Year2016,176.9825197
All EVSE,Year2016,129.146681
All EVSE,Year2016,138.4055184
All EVSE,Year2016,331.1047435
All EVSE,Year2016,53.69794126
All EVSE,Year2016,15.26482669
All EVSE,Year2016,96.89909907
All EVSE,Year2016,10.22280329
All EVSE,Year2016,50.85722902
All EVSE,Year2016,51.42506344
All EVSE,Year2016,64.21004557
All EVSE,Year2016,57.84603638
All EVSE,Year2016,10.78303418
All EVSE,Year2016,53.0885555
All EVSE,Year2016,99.15354023
All EVSE,Year2016,145.6248151
All EVSE,Year2016,13.43886081
All EVSE,Year2016,71.23565599
All EVSE,Year2016,38.75674936
All EVSE,Year2016,51.18260526
All EVSE,Year2016,41.65137225
All EVSE,Year2016,81.45875527
All EVSE,Year2016,89.50166745
All EVSE,Year2016,116.2071202
All EVSE,Year2016,119.1455584
All EVSE,Year2016,250.4915149
All EVSE,Year2016,42.12410977
All EVSE,Year2016,545.6093361
All EVSE,Year2016,88.6683676
All EVSE,Year2016,93.7583497
All EVSE,Year2016,1133.909524
All EVSE,Year2016,278.2151115
All EVSE,Year2016,46.06788754
All EVSE,Year2016,4005.133964
All EVSE,Year2016,6.799347315
All EVSE,Year2016,105.8681682
All EVSE,Year2016,189.1895378
All EVSE,Year2016,68.25811027
All EVSE,Year2016,392.9179185
All EVSE,Year2016,145.4240856
All EVSE,Year2016,41.60794542
All EVSE,Year2016,74.4309612
All EVSE,Year2016,32.58306301
All EVSE,Year2016,132.0262865
All EVSE,Year2016,74.16564525
All EVSE,Year2016,155.6469185
All EVSE,Year2016,247.5230882
All EVSE,Year2016,47.50377551
All EVSE,Year2016,31.96452864
All EVSE,Year2016,56.91903697
All EVSE,Year2016,536.3157855
All EVSE,Year2016,21.65227368
All EVSE,Year2016,240.3416064
All EVSE,Year2016,23.37251201
All EVSE,Year2016,291.3542981
All EVSE,Year2016,132.2898866
All EVSE,Year2016,210.6063034
All EVSE,Year2016,42.19845094
All EVSE,Year2016,277.1633498
All EVSE,Year2016,138.6939351
All EVSE,Year2016,108.2411798
All EVSE,Year2016,195.784979
All EVSE,Year2016,163.1777281
All EVSE,Year2016,55.161457
All EVSE,Year2016,71.74739761
All EVSE,Year2016,174.3497117
All EVSE,Year2016,318.7479192
All EVSE,Year2016,69.61325319
All EVSE,Year2016,50.85025355
All EVSE,Year2016,86.66023666
All EVSE,Year2016,337.2849761
All EVSE,Year2016,236.3338773
All EVSE,Year2016,132.3770798
All EVSE,Year2016,77.74224536
All EVSE,Year2016,166.6547087
All EVSE,Year2016,14.74696828
All EVSE,Year2016,153.5890738
All EVSE,Year2016,184.278114
All EVSE,Year2016,172.1159523
All EVSE,Year2016,24.49640139
All EVSE,Year2016,25.73991385
All EVSE,Year2016,50.6193498
All EVSE,Year2016,78.05508644
All EVSE,Year2016,98.459835
All EVSE,Year2016,128.125067
All EVSE,Year2016,59.83546646
All EVSE,Year2016,144.2137746
All EVSE,Year2016,269.8046163
All EVSE,Year2016,16.88203734
All EVSE,Year2016,69.27965362
All EVSE,Year2016,370.7211986
All EVSE,Year2016,625.7495695
All EVSE,Year2016,106.893119
All EVSE,Year2016,26.21206038
All EVSE,Year2016,1232.346609
All EVSE,Year2016,124.4110777
All EVSE,Year2016,215.130876
All EVSE,Year2016,6.394889427
All EVSE,Year2016,145.370397
All EVSE,Year2016,130.3878838
All EVSE,Year2016,227.0057371
All EVSE,Year2016,88.48527714
All EVSE,Year2016,51.29810635
All EVSE,Year2016,74.18321319
All EVSE,Year2016,114.4707433
All EVSE,Year2016,42.94199142
All EVSE,Year2016,5.341803995
All EVSE,Year2016,40.18653429
All EVSE,Year2016,39.89024652
All EVSE,Year2016,96.12294771
All EVSE,Year2016,161.0524735
All EVSE,Year2016,24.32131487
All EVSE,Year2016,58.8631236
All EVSE,Year2016,37.00357811
All EVSE,Year2016,361.2086763
All EVSE,Year2016,4.299208758
All EVSE,Year2016,32.40809646
All EVSE,Year2016,53.88666582
All EVSE,Year2016,12.97880998
All EVSE,Year2016,76.63609652
All EVSE,Year2016,42.10276856
All EVSE,Year2016,436.7225547
All EVSE,Year2016,817.9907045
All EVSE,Year2016,189.3047934
All EVSE,Year2016,12.80618906
All EVSE,Year2016,75.63755321
All EVSE,Year2016,19.92929393
All EVSE,Year2016,75.52382395
All EVSE,Year2016,156.2718056
All EVSE,Year2016,952.9935999
All EVSE,Year2016,85.38220999
All EVSE,Year2016,20.41387778
All EVSE,Year2016,74.02335427
All EVSE,Year2016,164.177687
All EVSE,Year2016,15.82131139
All EVSE,Year2016,227.8117017
All EVSE,Year2016,114.5519529
All EVSE,Year2016,190.7995756
All EVSE,Year2016,99.57345307
All EVSE,Year2016,69.6403378
All EVSE,Year2016,15.75171087
All EVSE,Year2016,10.68476952
All EVSE,Year2016,475.1574037
All EVSE,Year2016,41.79488795
All EVSE,Year2016,199.9788101
All EVSE,Year2016,242.428215
All EVSE,Year2016,40.15051767
All EVSE,Year2016,63.71202422
All EVSE,Year2016,7.832313775
All EVSE,Year2016,52.23281756
All EVSE,Year2016,1155.790438
All EVSE,Year2016,15.9742837
All EVSE,Year2016,53.84609598
All EVSE,Year2016,143.4719766
All EVSE,Year2016,633.4141096
All EVSE,Year2016,138.6269467
All EVSE,Year2016,39.13756346
All EVSE,Year2016,727.8379747
All EVSE,Year2016,38.51772312
All EVSE,Year2016,15.70327226
All EVSE,Year2016,512.5400384
All EVSE,Year2016,144.7110711
All EVSE,Year2016,811.8786066
All EVSE,Year2016,322.2296663
All EVSE,Year2016,173.7665073
All EVSE,Year2016,368.5767936
All EVSE,Year2016,408.6417721
All EVSE,Year2016,192.4427327
All EVSE,Year2016,252.034585
All EVSE,Year2016,102.8388221
All EVSE,Year2016,46.9764668
All EVSE,Year2016,279.5836096
All EVSE,Year2016,25.12774202
All EVSE,Year2016,368.1587218
All EVSE,Year2016,303.4314797
All EVSE,Year2016,377.3784969
All EVSE,Year2016,331.1788695
All EVSE,Year2016,241.4048564
All EVSE,Year2016,611.3503275
All EVSE,Year2016,490.1813225
All EVSE,Year2016,69.75091292
All EVSE,Year2016,128.0595506
All EVSE,Year2016,880.7092708
All EVSE,Year2016,581.9930917
All EVSE,Year2016,849.97746
All EVSE,Year2016,64.22116086
All EVSE,Year2016,136.6004012
All EVSE,Year2016,174.8401213
All EVSE,Year2016,64.30924724
All EVSE,Year2016,285.2936782
All EVSE,Year2016,39.12594584
All EVSE,Year2016,34.69808479
All EVSE,Year2016,168.898371
All EVSE,Year2016,53.74342574
All EVSE,Year2016,60.45473266
All EVSE,Year2016,175.1101839
All EVSE,Year2016,72.1972379
All EVSE,Year2016,38.82627065
All EVSE,Year2016,94.80987045
All EVSE,Year2016,137.1242188
All EVSE,Year2016,39.75318258
All EVSE,Year2016,119.2582185
All EVSE,Year2016,177.080961
All EVSE,Year2016,65.13225644
All EVSE,Year2016,53.71527448
All EVSE,Year2016,18.45442038
All EVSE,Year2016,230.0299095
All EVSE,Year2016,84.93848102
All EVSE,Year2016,207.0385559
All EVSE,Year2016,110.5407126
All EVSE,Year2016,101.9200232
All EVSE,Year2016,272.594408
All EVSE,Year2016,127.9826554
All EVSE,Year2016,18.53647031
All EVSE,Year2016,65.42775297
All EVSE,Year2016,228.6512576
All EVSE,Year2016,66.18814765
All EVSE,Year2016,538.8074127
All EVSE,Year2016,149.0618214
All EVSE,Year2016,65.64763473
All EVSE,Year2016,89.0146675
All EVSE,Year2016,180.1220869
All EVSE,Year2016,235.8501417
All EVSE,Year2016,159.0554693
All EVSE,Year2016,276.0062334
All EVSE,Year2016,232.6116282
All EVSE,Year2016,161.5027526
All EVSE,Year2016,253.8264294
All EVSE,Year2016,141.8931617
All EVSE,Year2016,89.76801038
All EVSE,Year2016,198.134701
All EVSE,Year2016,143.778598
All EVSE,Year2016,156.5549228
All EVSE,Year2016,64.17275598
All EVSE,Year2016,166.6089608
All EVSE,Year2016,100.9006766
All EVSE,Year2016,303.5116198
All EVSE,Year2016,73.48146731
All EVSE,Year2016,23.17586487
All EVSE,Year2016,93.1060102
All EVSE,Year2016,1818.671675
All EVSE,Year2016,160.0571148
All EVSE,Year2016,176.8655188
All EVSE,Year2016,205.9300889
All EVSE,Year2016,49.63775619
All EVSE,Year2016,28.80350438
All EVSE,Year2016,10.42681589
All EVSE,Year2016,79.41461644
All EVSE,Year2016,57.51133542
All EVSE,Year2016,68.35917176
All EVSE,Year2016,184.1580226
All EVSE,Year2016,9.62598919
All EVSE,Year2016,54.40867722
All EVSE,Year2016,75.53688198
All EVSE,Year2016,50.79768861
All EVSE,Year2016,531.6491104
All EVSE,Year2016,76.65357282
All EVSE,Year2016,348.1530026
All EVSE,Year2016,137.7627057
All EVSE,Year2016,206.9978497
All EVSE,Year2016,170.9286701
All EVSE,Year2016,127.3103965
All EVSE,Year2016,139.6148075
All EVSE,Year2016,137.1843077
All EVSE,Year2016,227.3429741
All EVSE,Year2016,82.58444881
All EVSE,Year2016,146.2626741
All EVSE,Year2016,415.2703837
All EVSE,Year2016,317.9487677
All EVSE,Year2016,403.3407372
All EVSE,Year2016,243.6673915
All EVSE,Year2016,345.2440197
All EVSE,Year2016,3.428866029
All EVSE,Year2016,360.6345182
All EVSE,Year2016,209.3251991
All EVSE,Year2016,319.2966319
All EVSE,Year2016,87.75364116
All EVSE,Year2016,226.6068156
All EVSE,Year2016,119.8525776
All EVSE,Year2016,241.2584717
All EVSE,Year2016,356.133578
All EVSE,Year2016,170.3495253
All EVSE,Year2016,67.92673543
All EVSE,Year2016,453.0135208
All EVSE,Year2016,160.6424225
All EVSE,Year2016,144.3128683
All EVSE,Year2016,186.9553892
All EVSE,Year2016,31.64902193
All EVSE,Year2016,154.7928284
All EVSE,Year2016,20.3467013
All EVSE,Year2016,182.3131605
All EVSE,Year2016,403.4252657
All EVSE,Year2016,93.78977014
All EVSE,Year2016,96.78342345
All EVSE,Year2016,440.1463032
All EVSE,Year2016,13.20249976
All EVSE,Year2016,47.56415627
All EVSE,Year2016,18.26267123
All EVSE,Year2016,522.145875
All EVSE,Year2016,117.8760123
All EVSE,Year2016,28.99787641
All EVSE,Year2016,63.35225644
All EVSE,Year2016,514.9372176
All EVSE,Year2016,11.44055309
All EVSE,Year2016,51.36964809
All EVSE,Year2016,53.96002514
All EVSE,Year2016,25.19039313
All EVSE,Year2016,22.95213778
All EVSE,Year2016,157.2054271
All EVSE,Year2016,70.34476423
All EVSE,Year2016,138.7324263
