,Year,EVSE_Count
1212,2014,2.0
1213,2014,3.0
1214,2014,2.0
1215,2014,2.0
1216,2014,1.0
1217,2014,1.0
1218,2014,1.0
1219,2014,2.0
1220,2014,1.0
1231,2014,1.0
1232,2014,1.0
1233,2014,1.0
1234,2014,2.0
1235,2014,1.0
1236,2014,1.0
1237,2014,2.0
1238,2014,1.0
1241,2014,2.0
1242,2014,1.0
1243,2014,1.0
1244,2014,1.0
1246,2014,2.0
1247,2014,1.0
1248,2014,2.0
1249,2014,2.0
1250,2014,3.0
1251,2014,1.0
1252,2014,2.0
1253,2014,2.0
1254,2014,2.0
1255,2014,2.0
1256,2014,1.0
1257,2014,4.0
1258,2014,1.0
1259,2014,1.0
1260,2014,1.0
1265,2014,2.0
1266,2014,2.0
1309,2014,1.0
1310,2014,1.0
1311,2014,1.0
1314,2014,1.0
1315,2014,2.0
1316,2014,1.0
1317,2014,2.0
1318,2014,2.0
1323,2014,1.0
1324,2014,1.0
1338,2014,1.0
1341,2014,1.0
1342,2014,1.0
1343,2014,1.0
1344,2014,2.0
1345,2014,1.0
1346,2014,2.0
1347,2014,2.0
1348,2014,1.0
1349,2014,2.0
1350,2014,4.0
1351,2014,1.0
1353,2014,2.0
1354,2014,2.0
1355,2014,3.0
1359,2014,2.0
1361,2014,2.0
1362,2014,1.0
1363,2014,2.0
1364,2014,1.0
1365,2014,1.0
1367,2014,1.0
1368,2014,1.0
1369,2014,1.0
1371,2014,3.0
1372,2014,1.0
1373,2014,1.0
1374,2014,2.0
1375,2014,1.0
1376,2014,3.0
1377,2014,1.0
1378,2014,1.0
1379,2014,1.0
1380,2014,1.0
1381,2014,1.0
1382,2014,1.0
1383,2014,1.0
1384,2014,2.0
1385,2014,2.0
1391,2014,8.0
1392,2014,2.0
1393,2014,1.0
1394,2014,1.0
1395,2014,1.0
1396,2014,3.0
1397,2014,1.0
1398,2014,12.0
1399,2014,1.0
1400,2014,2.0
1403,2014,1.0
1405,2014,1.0
1406,2014,1.0
1407,2014,1.0
1413,2014,1.0
1414,2014,1.0
1415,2014,1.0
1424,2014,1.0
1425,2014,2.0
1428,2014,1.0
1432,2014,1.0
1433,2014,1.0
1434,2014,1.0
1435,2014,1.0
1437,2014,1.0
1438,2014,1.0
1439,2014,1.0
1440,2014,2.0
1441,2014,1.0
1442,2014,1.0
1445,2014,1.0
1446,2014,1.0
1447,2014,1.0
1448,2014,1.0
1449,2014,1.0
1450,2014,2.0
1451,2014,1.0
1452,2014,1.0
1453,2014,2.0
1454,2014,2.0
1455,2014,2.0
1456,2014,1.0
1457,2014,2.0
1458,2014,1.0
1459,2014,1.0
1461,2014,1.0
1462,2014,1.0
1463,2014,1.0
1464,2014,1.0
1465,2014,1.0
1471,2014,2.0
1472,2014,2.0
1473,2014,2.0
1474,2014,2.0
1475,2014,1.0
1482,2014,3.0
1483,2014,1.0
1484,2014,1.0
1485,2014,2.0
1486,2014,1.0
1487,2014,3.0
1488,2014,1.0
1489,2014,1.0
1490,2014,1.0
1491,2014,2.0
1492,2014,2.0
1493,2014,3.0
1494,2014,2.0
1498,2014,2.0
1499,2014,1.0
1500,2014,1.0
1501,2014,1.0
1502,2014,2.0
1503,2014,1.0
1504,2014,1.0
1505,2014,1.0
1506,2014,1.0
1511,2014,2.0
1512,2014,2.0
1513,2014,2.0
1514,2014,1.0
1515,2014,1.0
1516,2014,2.0
1517,2014,1.0
1518,2014,1.0
1519,2014,4.0
1520,2014,2.0
1524,2014,1.0
1528,2014,1.0
1532,2014,1.0
1534,2014,1.0
1535,2014,6.0
1542,2014,1.0
1543,2014,1.0
1545,2014,2.0
1546,2014,1.0
1547,2014,1.0
1548,2014,2.0
1549,2014,2.0
1550,2014,1.0
1551,2014,2.0
1552,2014,2.0
1553,2014,2.0
1554,2014,2.0
1557,2014,1.0
1560,2014,1.0
1561,2014,1.0
1562,2014,1.0
1563,2014,1.0
1564,2014,1.0
1565,2014,1.0
1566,2014,1.0
1567,2014,1.0
1568,2014,1.0
1569,2014,1.0
1571,2014,1.0
1573,2014,1.0
1574,2014,1.0
1575,2014,1.0
1577,2014,1.0
1579,2014,1.0
1580,2014,1.0
1581,2014,1.0
1582,2014,1.0
1583,2014,1.0
1584,2014,1.0
1585,2014,1.0
1586,2014,1.0
1587,2014,1.0
1588,2014,1.0
1589,2014,1.0
1590,2014,1.0
1591,2014,1.0
1592,2014,1.0
1593,2014,1.0
1594,2014,1.0
1595,2014,1.0
1596,2014,1.0
1597,2014,2.0
1598,2014,1.0
1600,2014,1.0
1608,2014,1.0
1610,2014,1.0
1620,2014,1.0
1621,2014,2.0
1622,2014,2.0
1631,2014,1.0
1634,2014,2.0
1635,2014,1.0
1636,2014,1.0
1638,2014,2.0
1640,2014,2.0
1642,2014,1.0
1643,2014,1.0
1644,2014,1.0
1645,2014,1.0
1646,2014,1.0
1647,2014,1.0
1648,2014,1.0
1649,2014,1.0
1650,2014,1.0
1651,2014,1.0
1652,2014,1.0
1653,2014,2.0
1654,2014,1.0
1660,2014,1.0
1665,2014,1.0
1666,2014,2.0
1667,2014,1.0
1668,2014,1.0
1669,2014,2.0
1670,2014,3.0
1675,2014,1.0
1676,2014,2.0
1677,2014,2.0
1678,2014,2.0
1682,2014,2.0
1683,2014,1.0
1684,2014,2.0
1685,2014,1.0
1749,2014,2.0
1750,2014,1.0
1751,2014,1.0
1753,2014,6.0
1758,2014,1.0
1761,2014,1.0
1762,2014,3.0
1763,2014,1.0
1765,2014,1.0
1767,2014,1.0
1768,2014,1.0
1769,2014,1.0
1770,2014,1.0
1771,2014,1.0
1772,2014,2.0
1773,2014,2.0
1775,2014,1.0
1795,2014,2.0
1797,2014,1.0
1804,2014,2.0
1806,2014,2.0
1807,2014,2.0
1808,2014,1.0
1809,2014,1.0
1810,2014,1.0
1811,2014,2.0
1812,2014,1.0
1817,2014,3.0
1818,2014,3.0
1825,2014,3.0
1856,2014,1.0
1859,2014,1.0
1861,2014,1.0
1862,2014,1.0
1863,2014,1.0
1865,2014,4.0
1867,2014,2.0
1870,2014,3.0
1872,2014,1.0
1873,2014,3.0
1874,2014,2.0
1880,2014,1.0
1881,2014,1.0
1882,2014,1.0
1884,2014,3.0
1885,2014,1.0
1886,2014,1.0
1887,2014,1.0
1888,2014,1.0
1889,2014,1.0
1891,2014,2.0
1892,2014,2.0
1894,2014,6.0
1895,2014,1.0
1912,2014,1.0
1934,2014,1.0
1935,2014,1.0
1936,2014,2.0
1938,2014,1.0
1939,2014,1.0
1940,2014,1.0
1941,2014,1.0
1942,2014,1.0
1943,2014,2.0
1962,2014,3.0
1964,2014,5.0
1967,2014,2.0
1975,2014,12.0
1976,2014,1.0
1977,2014,1.0
1978,2014,1.0
1979,2014,1.0
1980,2014,1.0
1981,2014,2.0
1982,2014,1.0
1983,2014,1.0
2005,2014,4.0
2006,2014,2.0
2007,2014,4.0
2012,2014,4.0
2016,2014,5.0
2017,2014,1.0
2018,2014,2.0
2019,2014,1.0
2020,2014,1.0
2032,2014,1.0
2033,2014,2.0
2034,2014,2.0
2035,2014,1.0
2038,2014,1.0
2039,2014,1.0
2040,2014,1.0
2041,2014,1.0
2042,2014,1.0
2044,2014,1.0
2051,2014,4.0
2052,2014,1.0
2055,2014,1.0
2064,2014,1.0
2065,2014,6.0
2093,2014,2.0
2094,2014,1.0
2095,2014,1.0
2096,2014,1.0
2097,2014,1.0
2111,2014,2.0
2112,2014,1.0
2115,2014,1.0
2119,2014,1.0
2120,2014,1.0
2122,2014,1.0
2127,2014,1.0
2133,2014,2.0
2134,2014,2.0
2144,2014,1.0
2240,2014,5.0
2298,2014,1.0
2341,2014,1.0
2343,2014,1.0
2344,2014,1.0
2349,2014,1.0
2353,2014,2.0
2354,2014,1.0
2355,2014,1.0
2357,2014,1.0
2385,2014,1.0
2386,2014,1.0
2388,2014,1.0
2390,2014,1.0
2393,2014,2.0
2408,2014,1.0
2409,2014,1.0
2410,2014,1.0
2414,2014,3.0
2415,2014,2.0
2417,2014,10.0
2430,2014,7.0
2431,2014,2.0
2432,2014,4.0
2439,2014,2.0
2441,2014,1.0
2442,2014,1.0
2443,2014,2.0
2447,2014,1.0
2448,2014,1.0
2449,2014,1.0
2450,2014,2.0
2451,2014,1.0
2452,2014,2.0
2453,2014,1.0
2454,2014,4.0
2455,2014,2.0
2456,2014,1.0
2468,2014,1.0
2554,2014,2.0
2585,2014,1.0
2586,2014,2.0
2587,2014,1.0
2588,2014,1.0
2589,2014,1.0
2654,2014,1.0
2655,2014,2.0
2656,2014,2.0
2657,2014,1.0
2658,2014,1.0
2659,2014,1.0
2660,2014,2.0
2679,2014,2.0
2680,2014,2.0
2681,2014,4.0
2683,2014,2.0
2684,2014,2.0
2686,2014,2.0
2687,2014,2.0
2688,2014,1.0
2693,2014,1.0
2694,2014,2.0
2695,2014,2.0
2699,2014,2.0
2896,2014,2.0
2914,2014,2.0
2935,2014,2.0
2936,2014,1.0
2945,2014,6.0
2946,2014,7.0
2947,2014,4.0
2948,2014,4.0
2949,2014,2.0
2950,2014,1.0
2951,2014,2.0
2962,2014,1.0
3000,2014,8.0
3001,2014,1.0
3002,2014,1.0
3004,2014,7.0
3006,2014,2.0
3021,2014,4.0
3029,2014,1.0
3064,2014,2.0
3090,2014,1.0
3091,2014,1.0
3140,2014,1.0
3166,2014,2.0
3167,2014,1.0
3217,2014,1.0
3219,2014,1.0
3220,2014,1.0
3221,2014,1.0
3262,2014,4.0
3264,2014,2.0
3266,2014,6.0
3283,2014,1.0
3284,2014,1.0
3285,2014,1.0
3286,2014,1.0
3287,2014,1.0
3288,2014,1.0
3289,2014,1.0
3290,2014,1.0
3291,2014,1.0
3292,2014,1.0
3293,2014,1.0
3294,2014,1.0
3295,2014,1.0
3296,2014,1.0
3297,2014,1.0
3298,2014,1.0
3378,2014,1.0
3379,2014,1.0
3381,2014,2.0
3382,2014,1.0
3387,2014,1.0
3389,2014,5.0
3390,2014,1.0
3391,2014,1.0
3392,2014,1.0
3393,2014,1.0
3394,2014,1.0
3395,2014,1.0
3396,2014,1.0
3397,2014,2.0
3398,2014,1.0
3399,2014,1.0
3400,2014,1.0
3402,2014,3.0
3406,2014,1.0
3407,2014,1.0
3408,2014,1.0
3412,2014,3.0
3414,2014,1.0
3418,2014,1.0
3425,2014,1.0
3586,2014,10.0
3660,2014,2.0
3661,2014,2.0
3662,2014,1.0
3663,2014,2.0
3669,2014,1.0
3670,2014,1.0
3672,2014,2.0
3676,2014,1.0
3677,2014,5.0
3678,2014,3.0
3679,2014,1.0
3680,2014,1.0
3681,2014,2.0
3691,2014,2.0
3692,2014,2.0
3694,2014,2.0
3696,2014,1.0
3699,2014,1.0
3707,2014,2.0
3708,2014,2.0
3709,2014,2.0
3710,2014,1.0
3711,2014,1.0
3715,2014,1.0
3717,2014,2.0
3720,2014,3.0
3727,2014,1.0
3728,2014,1.0
3730,2014,1.0
3775,2014,6.0
3778,2014,2.0
3787,2014,2.0
3791,2014,1.0
3792,2014,2.0
3801,2014,1.0
3825,2014,1.0
3826,2014,1.0
3827,2014,2.0
3829,2014,1.0
3835,2014,1.0
3839,2014,1.0
3840,2014,1.0
3842,2014,1.0
3844,2014,2.0
3845,2014,1.0
3848,2014,1.0
3849,2014,1.0
3850,2014,1.0
3857,2014,1.0
3860,2014,7.0
3865,2014,9.0
3867,2014,1.0
3880,2014,1.0
3886,2014,1.0
3917,2014,3.0
3935,2014,2.0
3939,2014,2.0
3943,2014,2.0
3954,2014,1.0
3958,2014,2.0
3960,2014,1.0
3962,2014,2.0
3964,2014,1.0
3965,2014,1.0
3966,2014,2.0
3989,2014,2.0
3990,2014,2.0
3996,2014,3.0
4012,2014,4.0
4014,2014,1.0
4015,2014,1.0
4016,2014,1.0
4018,2014,2.0
4116,2014,1.0
4120,2014,1.0
4121,2014,1.0
4124,2014,1.0
4125,2014,4.0
4127,2014,1.0
4128,2014,1.0
4129,2014,1.0
4130,2014,1.0
4134,2014,2.0
4137,2014,2.0
4142,2014,1.0
4143,2014,1.0
4144,2014,2.0
4147,2014,2.0
4165,2014,1.0
4170,2014,1.0
4209,2014,2.0
4220,2014,1.0
4226,2014,7.0
4232,2014,1.0
4235,2014,1.0
4236,2014,1.0
4237,2014,2.0
4241,2014,34.0
4249,2014,1.0
4250,2014,1.0
4271,2014,1.0
4289,2014,1.0
4304,2014,2.0
4305,2014,6.0
4306,2014,2.0
4307,2014,2.0
4310,2014,1.0
4334,2014,2.0
4335,2014,1.0
4388,2014,2.0
4408,2014,1.0
4448,2014,1.0
4449,2014,4.0
4483,2014,1.0
4529,2014,1.0
4533,2014,1.0
4534,2014,2.0
4540,2014,1.0
4542,2014,1.0
4544,2014,1.0
4548,2014,1.0
4552,2014,1.0
4558,2014,1.0
4559,2014,1.0
4560,2014,1.0
4561,2014,1.0
4562,2014,1.0
4563,2014,1.0
4566,2014,1.0
4567,2014,2.0
4568,2014,1.0
4569,2014,2.0
4577,2014,1.0
4578,2014,2.0
4580,2014,1.0
4581,2014,1.0
4588,2014,1.0
4591,2014,1.0
4593,2014,1.0
4594,2014,1.0
4595,2014,1.0
4596,2014,1.0
4597,2014,1.0
4604,2014,1.0
4607,2014,1.0
4618,2014,2.0
4623,2014,1.0
4625,2014,1.0
4626,2014,1.0
4627,2014,4.0
4628,2014,3.0
4629,2014,2.0
4630,2014,2.0
4633,2014,1.0
4645,2014,1.0
4646,2014,1.0
4650,2014,1.0
4652,2014,1.0
4653,2014,2.0
4655,2014,4.0
4656,2014,2.0
4657,2014,4.0
4659,2014,1.0
4660,2014,1.0
4661,2014,2.0
4662,2014,1.0
4663,2014,1.0
4665,2014,2.0
4667,2014,1.0
4668,2014,1.0
4671,2014,3.0
4676,2014,2.0
4677,2014,3.0
4678,2014,8.0
4679,2014,1.0
4681,2014,1.0
4682,2014,1.0
4683,2014,1.0
4684,2014,1.0
4685,2014,1.0
4686,2014,9.0
4691,2014,1.0
4837,2014,1.0
4840,2014,2.0
4841,2014,1.0
4842,2014,1.0
4844,2014,3.0
4845,2014,3.0
4846,2014,1.0
4847,2014,1.0
4848,2014,1.0
4849,2014,2.0
4851,2014,3.0
4853,2014,1.0
4857,2014,1.0
4858,2014,1.0
4859,2014,4.0
4860,2014,1.0
4861,2014,1.0
4862,2014,1.0
4863,2014,1.0
4868,2014,1.0
4870,2014,1.0
4875,2014,3.0
4876,2014,4.0
4877,2014,2.0
4878,2014,1.0
4880,2014,1.0
4883,2014,1.0
4892,2014,1.0
4899,2014,6.0
4900,2014,4.0
4904,2014,1.0
4905,2014,1.0
4906,2014,1.0
4907,2014,3.0
4909,2014,10.0
4910,2014,9.0
4914,2014,1.0
4915,2014,1.0
4923,2014,5.0
4925,2014,1.0
4930,2014,1.0
4933,2014,1.0
4947,2014,1.0
4948,2014,1.0
4949,2014,1.0
4950,2014,1.0
4951,2014,1.0
4952,2014,1.0
4953,2014,1.0
4954,2014,1.0
4955,2014,1.0
4957,2014,1.0
4960,2014,1.0
4967,2014,1.0
4972,2014,1.0
4976,2014,1.0
4980,2014,1.0
4981,2014,1.0
4982,2014,1.0
4983,2014,1.0
4984,2014,1.0
4985,2014,1.0
4986,2014,1.0
4987,2014,1.0
4988,2014,1.0
5033,2014,1.0
5034,2014,1.0
5038,2014,1.0
5045,2014,1.0
5050,2014,2.0
5051,2014,1.0
5054,2014,1.0
5055,2014,6.0
5066,2014,1.0
5068,2014,1.0
5084,2014,1.0
5086,2014,1.0
5087,2014,1.0
5094,2014,1.0
5095,2014,1.0
5096,2014,1.0
5097,2014,1.0
5099,2014,1.0
5103,2014,2.0
5105,2014,1.0
5106,2014,1.0
5108,2014,3.0
5109,2014,1.0
5116,2014,2.0
5117,2014,5.0
5118,2014,1.0
5196,2014,1.0
5197,2014,1.0
5198,2014,1.0
5202,2014,2.0
5203,2014,1.0
5204,2014,5.0
5215,2014,3.0
5217,2014,10.0
5218,2014,1.0
5221,2014,2.0
5228,2014,1.0
5235,2014,1.0
5246,2014,2.0
5247,2014,1.0
5248,2014,1.0
5264,2014,1.0
5265,2014,4.0
5266,2014,4.0
5267,2014,5.0
5268,2014,4.0
5270,2014,1.0
5271,2014,5.0
5272,2014,1.0
5280,2014,1.0
5313,2014,1.0
5315,2014,1.0
5333,2014,1.0
5356,2014,1.0
5362,2014,25.0
5364,2014,2.0
5379,2014,1.0
5380,2014,1.0
5381,2014,1.0
5382,2014,1.0
5392,2014,6.0
5396,2014,1.0
5404,2014,2.0
5405,2014,2.0
5408,2014,1.0
5409,2014,1.0
5410,2014,1.0
5415,2014,1.0
5427,2014,1.0
5428,2014,2.0
5429,2014,2.0
5475,2014,1.0
5488,2014,1.0
5490,2014,1.0
5494,2014,10.0
5495,2014,1.0
5496,2014,2.0
5507,2014,1.0
5514,2014,1.0
5516,2014,3.0
5530,2014,4.0
5574,2014,2.0
5597,2014,2.0
5599,2014,2.0
5603,2014,2.0
5604,2014,1.0
5607,2014,2.0
5616,2014,1.0
5618,2014,5.0
5619,2014,1.0
5620,2014,1.0
5637,2014,1.0
5638,2014,1.0
5639,2014,8.0
5640,2014,1.0
5641,2014,1.0
5642,2014,1.0
5643,2014,1.0
5644,2014,1.0
5645,2014,1.0
5646,2014,1.0
5647,2014,1.0
5648,2014,4.0
5653,2014,1.0
5681,2014,2.0
5682,2014,1.0
5730,2014,1.0
5735,2014,1.0
5757,2014,1.0
5764,2014,1.0
5785,2014,1.0
5787,2014,1.0
5788,2014,1.0
5813,2014,1.0
5834,2014,1.0
5835,2014,2.0
5854,2014,2.0
5855,2014,1.0
5856,2014,1.0
5871,2014,1.0
5872,2014,2.0
5873,2014,1.0
5875,2014,1.0
5876,2014,2.0
5880,2014,1.0
5881,2014,3.0
5884,2014,1.0
5916,2014,2.0
5917,2014,1.0
5955,2014,1.0
5978,2014,1.0
5979,2014,1.0
5985,2014,1.0
5993,2014,1.0
6006,2014,7.0
6013,2014,2.0
6015,2014,1.0
6017,2014,1.0
6018,2014,1.0
6019,2014,1.0
6021,2014,1.0
6052,2014,1.0
6054,2014,4.0
6061,2014,1.0
6074,2014,1.0
6075,2014,1.0
6076,2014,1.0
6093,2014,2.0
6116,2014,2.0
6137,2014,1.0
6138,2014,1.0
